TRADEDATE,CLOSE,VOLUME
2016-12-06,159.35,47160440
2016-12-07,159.95,46914440
2016-12-08,168.98,98187850
2016-12-09,169.66,74497920
2016-12-12,175.4,114401460
2016-12-13,176.9,64580090
2016-12-14,173.7,53848710
2016-12-15,174.92,75039220
2016-12-16,173.9,50133300
2016-12-19,174.3,34213020
2016-12-20,175.9,31563470
2016-12-21,174.71,92678660
2016-12-22,170.0,67004190
2016-12-23,171.15,37355710
2016-12-26,171.97,21221200
2016-12-27,172.27,19784040
2016-12-28,170.1,37022030
2016-12-29,171.3,49661210
2016-12-30,173.25,35427000
2017-01-03,180.12,53890400
2017-01-04,175.95,41400710
2017-01-05,171.9,35093040
2017-01-06,170.69,35415590
2017-01-09,168.35,35187380
2017-01-10,171.6,58874120
2017-01-11,169.05,52772790
2017-01-12,168.27,49854940
2017-01-13,164.9,85990570
2017-01-16,164.66,37577470
2017-01-17,165.98,45968310
2017-01-18,165.24,42479900
2017-01-19,166.3,38478840
2017-01-20,167.49,32581460
2017-01-23,166.75,36457470
2017-01-24,170.25,45397860
2017-01-25,170.26,42543080
2017-01-26,173.79,56105000
2017-01-27,178.92,71123150
2017-01-30,174.6,45935720
2017-01-31,172.2,46486680
2017-02-01,173.9,42252780
2017-02-02,172.83,31064430
2017-02-03,173.8,34744860
2017-02-06,172.87,33943730
2017-02-07,173.47,33506000
2017-02-08,171.2,33314310
2017-02-09,168.8,48730500
2017-02-10,165.5,59337100
2017-02-13,164.7,53028170
2017-02-14,162.7,54466800
2017-02-15,163.5,68808530
2017-02-16,166.49,44328980
2017-02-17,165.49,32616900
2017-02-20,165.44,26986270
2017-02-21,167.0,39649880
2017-02-22,165.9,40662980
2017-02-24,165.51,29704800
2017-02-27,160.95,41947190
2017-02-28,156.0,67919290
2017-03-01,160.0,62258970
2017-03-02,163.4,65453580
2017-03-03,164.4,38242710
2017-03-06,162.0,36845090
2017-03-07,160.98,44866990
2017-03-09,156.2,63696720
2017-03-10,157.5,51296630
2017-03-13,158.92,34087370
2017-03-14,157.42,59200290
2017-03-15,156.2,48858400
2017-03-16,158.35,68322520
2017-03-17,161.15,65470090
2017-03-20,163.8,41497240
2017-03-21,162.98,39831880
2017-03-22,162.92,40877170
2017-03-23,164.15,38722220
2017-03-24,164.52,33041260
2017-03-27,162.69,35418700
2017-03-28,163.66,30489200
2017-03-29,163.22,26160370
2017-03-30,163.5,24410850
2017-03-31,159.8,31639970
2017-04-03,161.8,32726400
2017-04-04,163.5,23333230
2017-04-05,168.1,57753380
2017-04-06,167.49,24422020
2017-04-07,161.49,59739010
2017-04-10,155.2,73718410
2017-04-11,156.0,53342100
2017-04-12,150.28,53279800
2017-04-13,152.0,70013640
2017-04-14,149.24,25092420
2017-04-17,153.99,48418090
2017-04-18,153.4,60882590
2017-04-19,153.6,38955390
2017-04-20,158.21,64127430
2017-04-21,159.59,57187090
2017-04-24,162.5,48021380
2017-04-25,162.55,40534410
2017-04-26,165.05,49259630
2017-04-27,164.69,43712420
2017-04-28,165.2,40999710
2017-05-02,166.64,42498180
2017-05-03,164.71,33570350
2017-05-04,165.5,37623080
2017-05-05,165.8,35495540
2017-05-10,170.8,46474510
2017-05-11,169.97,56593530
2017-05-12,167.7,37355540
2017-05-15,171.35,47099400
2017-05-16,170.66,37205990
2017-05-17,169.24,35218260
2017-05-18,166.5,57482410
2017-05-19,168.87,36552330
2017-05-22,168.03,29679120
2017-05-23,166.31,39501140
2017-05-24,165.7,46891970
2017-05-25,164.05,34373440
2017-05-26,160.7,46062750
2017-05-29,163.9,28741460
2017-05-30,161.64,22672890
2017-05-31,155.93,74365770
2017-06-01,153.0,50590080
2017-06-02,157.14,65420920
2017-06-05,154.7,48595070
2017-06-06,152.8,34673910
2017-06-07,152.82,43663590
2017-06-08,151.93,67991950
2017-06-09,150.13,45312560
2017-06-13,146.0,53389650
2017-06-14,143.0,58225630
2017-06-15,139.0,183326250
2017-06-16,141.63,79690200
2017-06-19,145.0,55251940
2017-06-20,144.9,58990950
2017-06-21,143.49,48036300
2017-06-22,144.25,54360770
2017-06-23,144.1,42333900
2017-06-26,144.49,46189970
2017-06-27,147.1,51070850
2017-06-28,145.5,45975150
2017-06-29,143.8,48806780
2017-06-30,145.59,67210520
2017-07-03,147.5,38410910
2017-07-04,149.39,40165050
2017-07-05,148.96,48191260
2017-07-06,150.35,51568300
2017-07-07,152.16,57150370
2017-07-10,155.0,63627110
2017-07-11,156.91,57224430
2017-07-12,160.85,70426950
2017-07-13,159.94,71818670
2017-07-14,161.4,43599590
2017-07-17,161.98,40217710
2017-07-18,161.7,36470090
2017-07-19,164.34,56474420
2017-07-20,163.93,41944460
2017-07-21,162.1,35022910
2017-07-24,161.33,57495790
2017-07-25,160.22,43210700
2017-07-26,161.55,42613080
2017-07-27,166.0,55346350
2017-07-28,165.4,50132670
2017-07-31,164.53,55781520
2017-08-01,166.31,55355180
2017-08-02,169.9,55341010
2017-08-03,170.0,56318760
2017-08-04,169.73,27204000
2017-08-07,172.79,35533610
2017-08-08,175.75,50529650
2017-08-09,173.4,49021230
2017-08-10,172.2,30020500
2017-08-11,172.05,60812390
2017-08-14,172.51,30902070
2017-08-15,172.33,30384890
2017-08-16,173.05,41837570
2017-08-17,172.72,26052310
2017-08-18,169.5,52379100
2017-08-21,169.9,36731730
2017-08-22,171.0,37858620
2017-08-23,175.3,55467190
2017-08-24,179.8,78590210
2017-08-25,180.51,68786620
2017-08-28,181.85,27960960
2017-08-29,181.89,46130680
2017-08-30,183.5,48548970
2017-08-31,183.51,64267180
2017-09-01,183.66,34360100
2017-09-04,184.1,25717510
2017-09-05,184.14,34342180
2017-09-06,183.12,33518200
2017-09-07,184.0,45668560
2017-09-08,185.89,60690500
2017-09-11,190.5,61682280
2017-09-12,189.32,50535740
2017-09-13,189.1,47811940
2017-09-14,188.64,38052220
2017-09-15,188.75,44784370
2017-09-18,188.04,29580440
2017-09-19,184.85,41401170
2017-09-20,186.47,50034550
2017-09-21,187.38,41621350
2017-09-22,187.55,37307660
2017-09-25,191.2,64177070
2017-09-26,192.54,82080300
2017-09-27,193.7,55030940
2017-09-28,191.96,39113080
2017-09-29,192.33,26325570
2017-10-02,193.0,35954810
2017-10-03,192.5,28657490
2017-10-04,192.03,26536580
2017-10-05,193.74,49466550
2017-10-06,194.16,52399740
2017-10-09,194.0,27756660
2017-10-10,193.21,17832400
2017-10-11,195.83,58002000
2017-10-12,195.51,34969250
2017-10-13,196.48,30338910
2017-10-16,197.7,26979280
2017-10-17,197.2,26239760
2017-10-18,195.31,43547040
2017-10-19,192.2,40359720
2017-10-20,192.97,29002730
2017-10-23,192.34,26949880
2017-10-24,192.5,28262140
2017-10-25,192.04,32303420
2017-10-26,192.75,25634660
2017-10-27,196.05,46796590
2017-10-30,195.0,31936710
2017-10-31,193.8,25643690
2017-11-01,194.05,40292630
2017-11-02,193.85,33747050
2017-11-03,193.8,30615880
2017-11-07,205.96,135174410
2017-11-08,209.09,88294790
2017-11-09,220.05,116648980
2017-11-10,217.7,143570000
2017-11-13,216.61,50943980
2017-11-14,221.4,45905390
2017-11-15,225.95,72212510
2017-11-16,227.5,85863110
2017-11-17,225.65,37958790
2017-11-20,224.6,18853280
2017-11-21,231.0,77573460
2017-11-22,230.25,45932160
2017-11-23,225.56,41140440
2017-11-24,228.0,44277250
2017-11-27,226.76,24026270
2017-11-28,230.0,40901370
2017-11-29,228.2,34340960
2017-11-30,224.35,46122870
2017-12-01,221.5,39983910
2017-12-04,224.6,45155240
2017-12-05,223.91,27885630
2017-12-06,223.75,23136530
2017-12-07,219.81,38228880
2017-12-08,220.89,28324950
2017-12-11,227.69,34539660
2017-12-12,227.9,39739590
2017-12-13,221.8,61576220
2017-12-14,229.9,55632890
2017-12-15,226.53,42529200
2017-12-18,227.4,24519570
2017-12-19,224.1,34991830
2017-12-20,226.0,34199080
2017-12-21,223.6,34750260
2017-12-22,221.44,21524310
2017-12-25,223.3,11183210
2017-12-26,223.57,12303590
2017-12-27,226.98,30101220
2017-12-28,224.2,24078940
2017-12-29,225.2,18919860
2018-01-03,231.9,34549620
2018-01-04,238.8,53598520
2018-01-05,238.6,31579190
2018-01-09,240.4,53172330
2018-01-10,237.76,39371720
2018-01-11,239.0,43067630
2018-01-12,237.75,30895860
2018-01-15,238.85,25681720
2018-01-16,239.64,25475380
2018-01-17,239.82,30522070
2018-01-18,245.5,64156650
2018-01-19,242.45,38996990
2018-01-22,243.99,25098970
2018-01-23,244.4,43978210
2018-01-24,247.53,31180190
2018-01-25,250.64,54995210
2018-01-26,247.0,35231900
2018-01-29,250.48,49186400
2018-01-30,257.8,65622240
2018-01-31,264.5,63707920
2018-02-01,263.2,73041240
2018-02-02,257.32,64657160
2018-02-05,255.64,45926950
2018-02-06,258.94,85982110
2018-02-07,257.58,53641050
2018-02-08,253.19,37198300
2018-02-09,250.11,81984710
2018-02-12,255.05,41817940
2018-02-13,258.3,43733360
2018-02-14,262.03,60442410
2018-02-15,264.58,60907490
2018-02-16,266.99,51931210
2018-02-19,266.85,24171390
2018-02-20,267.22,24750090
2018-02-21,279.2,70374070
2018-02-22,277.49,50751740
2018-02-26,279.97,67733260
2018-02-27,278.21,40006960
2018-02-28,272.4,53012950
2018-03-01,275.0,38979860
2018-03-02,273.0,46027880
2018-03-05,277.0,34109000
2018-03-06,274.03,40605460
2018-03-07,274.0,49998920
2018-03-09,274.6,26351860
2018-03-12,274.3,23710370
2018-03-13,273.95,34643840
2018-03-14,262.5,61779660
2018-03-15,254.51,78054390
2018-03-16,256.15,91870960
2018-03-19,255.0,42502100
2018-03-20,257.15,62966810
2018-03-21,268.88,69909930
2018-03-22,265.5,55550150
2018-03-23,262.0,46285060
2018-03-26,255.0,56903720
2018-03-27,258.0,45163380
2018-03-28,251.5,43754240
2018-03-29,252.9,33625120
2018-03-30,253.57,10912160
2018-04-02,249.99,35436630
2018-04-03,251.6,63806710
2018-04-04,255.69,52051840
2018-04-05,262.0,52779220
2018-04-06,256.76,40256090
2018-04-09,213.0,250018990
2018-04-10,214.8,253346870
2018-04-11,208.0,185659760
2018-04-12,212.21,126954920
2018-04-13,204.7,106926900
2018-04-16,192.06,199704860
2018-04-17,207.5,169904570
2018-04-18,215.87,174039490
2018-04-19,213.45,133533840
2018-04-20,215.36,57871710
2018-04-23,223.25,116947630
2018-04-24,223.0,83961110
2018-04-25,220.45,69675890
2018-04-26,220.7,73277610
2018-04-27,223.91,81940000
2018-04-28,224.8,10314450
2018-04-30,226.99,39358910
2018-05-02,229.02,40017840
2018-05-03,228.03,79625270
2018-05-04,228.55,48163140
2018-05-07,229.86,37271570
2018-05-08,226.7,55972540
2018-05-10,233.7,72199030
2018-05-11,235.72,55080740
2018-05-14,237.8,34774680
2018-05-15,231.39,53009530
2018-05-16,229.8,70162450
2018-05-17,226.05,43455710
2018-05-18,222.2,60330030
2018-05-21,226.21,38991090
2018-05-22,225.6,43268320
2018-05-23,221.0,48854650
2018-05-24,222.01,37214260
2018-05-25,220.0,50137840
2018-05-28,220.9,23187310
2018-05-29,219.0,35940720
2018-05-30,221.01,48626980
2018-05-31,222.36,67415130
2018-06-01,220.0,35532280
2018-06-04,220.0,32256200
2018-06-05,215.56,51368750
2018-06-06,217.9,35857770
2018-06-07,216.41,32483420
2018-06-08,210.95,67632240
2018-06-09,212.6,6508460
2018-06-11,210.35,28263970
2018-06-13,215.0,48675610
2018-06-14,214.0,42732410
2018-06-15,209.36,86209880
2018-06-18,206.3,54276700
2018-06-19,206.0,51734620
2018-06-20,212.2,60991640
2018-06-21,210.4,65102970
2018-06-22,214.43,67568430
2018-06-25,202.51,56516980
2018-06-26,199.91,54747990
2018-06-27,207.95,81134770
2018-06-28,208.5,46877330
2018-06-29,218.0,76707660
2018-07-02,221.01,55213130
2018-07-03,218.45,38401730
2018-07-04,217.7,20277940
2018-07-05,224.54,53737300
2018-07-06,226.71,55247910
2018-07-09,230.0,50069820
2018-07-10,230.3,43340410
2018-07-11,227.57,58161000
2018-07-12,226.6,40488130
2018-07-13,229.85,39651270
2018-07-16,227.99,35579630
2018-07-17,222.5,62586090
2018-07-18,216.28,61197290
2018-07-19,207.5,93333130
2018-07-20,204.34,126702190
2018-07-23,208.42,55275810
2018-07-24,215.45,54142290
2018-07-25,213.7,76868200
2018-07-26,210.0,59754670
2018-07-27,208.9,58628430
2018-07-30,211.33,48372730
2018-07-31,214.86,45260950
2018-08-01,210.6,37666650
2018-08-02,206.6,58115220
2018-08-03,202.21,74165120
2018-08-06,203.9,52730870
2018-08-07,201.79,60553370
2018-08-08,193.2,142075030
2018-08-09,195.9,160336490
2018-08-10,186.15,113592570
2018-08-13,190.0,106701070
2018-08-14,192.76,82753490
2018-08-15,187.98,77725280
2018-08-16,191.6,54684020
2018-08-17,189.55,45242690
2018-08-20,191.2,49443050
2018-08-21,191.8,40349600
2018-08-22,187.8,66396800
2018-08-23,178.71,147648980
2018-08-24,180.39,133262230
2018-08-27,183.27,51721470
2018-08-28,182.0,49610370
2018-08-29,183.5,39285100
2018-08-30,178.0,66285490
2018-08-31,182.0,63814120
2018-09-03,181.21,31275240
2018-09-04,179.5,56794110
2018-09-05,178.46,44505050
2018-09-06,175.0,49419910
2018-09-07,174.9,68532820
2018-09-10,171.21,77730540
2018-09-11,169.36,93278700
2018-09-12,173.9,93574140
2018-09-13,183.5,194912360
2018-09-14,188.71,127908270
2018-09-17,188.11,67025000
2018-09-18,191.65,83601870
2018-09-19,193.9,61065690
2018-09-20,191.16,133004440
2018-09-21,193.44,109182050
2018-09-24,198.75,76000500
2018-09-25,195.55,90058270
2018-09-26,195.79,61988530
2018-09-27,204.1,101333900
2018-09-28,203.32,101839410
2018-10-01,204.2,55013680
2018-10-02,199.5,79003430
2018-10-03,198.3,76679890
2018-10-04,189.35,87451180
2018-10-05,187.2,103279820
2018-10-08,191.85,82502650
2018-10-09,191.25,86121280
2018-10-10,189.89,67336620
2018-10-11,185.27,125364360
2018-10-12,191.85,63093510
2018-10-15,190.92,54220850
2018-10-16,196.05,64061080
2018-10-17,194.05,79027880
2018-10-18,191.0,49394850
2018-10-19,183.8,96950320
2018-10-22,180.7,92854160
2018-10-23,181.0,77903480
2018-10-24,188.01,106814960
2018-10-25,186.71,80112060
2018-10-26,181.0,92868230
2018-10-29,185.59,61368040
2018-10-30,184.78,61227000
2018-10-31,189.8,66890490
2018-11-01,188.67,77588390
2018-11-02,192.6,69325930
2018-11-06,197.8,65904630
2018-11-07,201.9,98634400
2018-11-08,202.89,94736930
2018-11-09,195.75,96097970
2018-11-12,196.82,82362260
2018-11-13,196.56,78638020
2018-11-14,199.2,83071810
2018-11-15,200.15,62376350
2018-11-16,199.26,66434280
2018-11-19,197.99,50559670
2018-11-20,194.21,66392190
2018-11-21,197.5,58475250
2018-11-22,199.4,49731020
2018-11-23,197.3,50984250
2018-11-26,188.5,117412600
2018-11-27,191.03,87812910
2018-11-28,190.2,60383880
2018-11-29,195.76,83234570
2018-11-30,194.0,67411490
2018-12-03,200.3,81820020
2018-12-04,199.0,58006750
2018-12-05,196.0,49771400
2018-12-06,192.19,64556990
2018-12-07,195.01,64007740
2018-12-10,191.8,61815010
2018-12-11,192.57,54872050
2018-12-12,190.45,50988040
2018-12-13,189.17,43510520
2018-12-14,184.93,73307750
2018-12-17,182.3,59876690
2018-12-18,186.6,80342620
2018-12-19,188.85,61953220
2018-12-20,189.3,88123070
2018-12-21,186.79,60633190
2018-12-24,184.3,32587550
2018-12-25,183.3,34732450
2018-12-26,183.4,30129900
2018-12-27,185.0,47527120
2018-12-28,186.5,39831090
2018-12-29,186.3,9167600
2019-01-03,186.99,40249190
2019-01-04,190.99,32583360
2019-01-08,191.24,38856560
2019-01-09,197.0,70707820
2019-01-10,196.75,56378780
2019-01-11,196.8,63811140
2019-01-14,196.8,44774070
2019-01-15,198.0,53217180
2019-01-16,201.26,62469270
2019-01-17,203.32,59989420
2019-01-18,208.44,74335240
2019-01-21,207.17,55523010
2019-01-22,207.95,51361560
2019-01-23,210.4,79765560
2019-01-24,212.2,78537190
2019-01-25,212.0,58844660
2019-01-28,209.7,56537300
2019-01-29,213.61,63963210
2019-01-30,213.14,59319900
2019-01-31,217.9,80344740
2019-02-01,216.29,55512060
2019-02-04,215.5,40925530
2019-02-05,217.85,46690970
2019-02-06,216.59,46155500
2019-02-07,211.01,69248500
2019-02-08,210.43,51799020
2019-02-11,214.0,49657780
2019-02-12,219.1,73724050
2019-02-13,213.9,85228940
2019-02-14,204.43,155830530
2019-02-15,208.0,79213270
2019-02-18,204.19,76658220
2019-02-19,202.08,66705090
2019-02-20,206.89,66813180
2019-02-21,203.41,68159040
2019-02-22,205.25,45768640
2019-02-25,205.86,70929780
2019-02-26,205.8,50829020
2019-02-27,205.4,54146260
2019-02-28,207.8,62340230
2019-03-01,206.54,46106110
2019-03-04,205.5,31661100
2019-03-05,202.92,46422920
2019-03-06,205.0,52940220
2019-03-07,203.95,46079750
2019-03-11,205.25,42484580
2019-03-12,205.1,42292620
2019-03-13,206.0,28536880
2019-03-14,203.66,43879390
2019-03-15,203.55,35953260
2019-03-18,205.9,40854520
2019-03-19,207.7,47791920
2019-03-20,209.8,55535200
2019-03-21,210.61,67037150
2019-03-22,207.7,49421400
2019-03-25,214.0,108111450
2019-03-26,218.0,81466100
2019-03-27,214.1,71996140
2019-03-28,215.07,47565550
2019-03-29,214.42,85814090
2019-04-01,217.7,51803650
2019-04-02,218.23,49230090
2019-04-03,219.05,92738080
2019-04-04,221.8,51964100
2019-04-05,227.5,78052850
2019-04-08,232.3,70857870
2019-04-09,238.0,117431200
2019-04-10,243.68,129370870
2019-04-11,238.86,105413510
2019-04-12,239.5,96227220
2019-04-15,237.8,47884980
2019-04-16,233.24,86433710
2019-04-17,234.3,70239480
2019-04-18,232.79,55729500
2019-04-19,232.6,12300520
2019-04-22,235.41,44282380
2019-04-23,235.67,56873940
2019-04-24,236.0,43619460
2019-04-25,227.8,100809150
2019-04-26,223.18,94128120
2019-04-29,228.8,48833240
2019-04-30,225.17,63461350
2019-05-02,229.1,36536970
2019-05-03,232.52,47635490
2019-05-06,232.8,48493800
2019-05-07,231.49,46520740
2019-05-08,230.0,42299640
2019-05-10,227.0,44398820
2019-05-13,224.22,47092220
2019-05-14,227.88,76594470
2019-05-15,228.69,61125230
2019-05-16,228.19,40133150
2019-05-17,226.94,28523030
2019-05-20,226.0,30226170
2019-05-21,232.71,59079510
2019-05-22,235.86,59430610
2019-05-23,229.3,51517700
2019-05-24,234.45,65885440
2019-05-27,236.0,27786310
2019-05-28,233.19,74118940
2019-05-29,233.4,51831510
2019-05-30,232.75,36413600
2019-05-31,233.24,53532020
2019-06-03,239.95,84461310
2019-06-04,236.0,70060790
2019-06-05,239.0,52861630
2019-06-06,244.89,61360950
2019-06-07,248.28,68423470
2019-06-10,249.0,62696710
2019-06-11,235.89,67944000
2019-06-13,240.49,75253430
2019-06-14,238.8,50409780
2019-06-17,237.8,33622230
2019-06-18,241.8,48958470
2019-06-19,240.4,33945380
2019-06-20,244.1,64381820
2019-06-21,238.02,61061660
2019-06-24,239.09,27723430
2019-06-25,236.7,38549170
2019-06-26,240.59,39714300
2019-06-27,240.5,48171380
2019-06-28,238.55,33405070
2019-07-01,242.98,50758220
2019-07-02,241.2,28583620
2019-07-03,241.51,32731470
2019-07-04,242.82,25316980
2019-07-05,242.83,27870840
2019-07-08,243.3,28620550
2019-07-09,242.74,26380230
2019-07-10,243.76,41599760
2019-07-11,241.3,33165890
2019-07-12,237.02,47691520
2019-07-15,235.27,45070430
2019-07-16,234.75,36223090
2019-07-17,234.63,33529510
2019-07-18,234.78,23057060
2019-07-19,232.85,34706170
2019-07-22,230.35,37949300
2019-07-23,232.48,36363560
2019-07-24,230.65,27365890
2019-07-25,232.9,33078390
2019-07-26,230.55,25918140
2019-07-29,232.8,18373570
2019-07-30,236.0,34843870
2019-07-31,233.49,50848520
2019-08-01,229.5,56165810
2019-08-02,220.81,94676140
2019-08-05,222.24,49233230
2019-08-06,226.01,48804210
2019-08-07,222.25,49612760
2019-08-08,223.93,31264340
2019-08-09,220.67,31503650
2019-08-12,222.3,28795640
2019-08-13,223.18,46729240
2019-08-14,217.11,52025460
2019-08-15,214.59,68320490
2019-08-16,215.05,38449500
2019-08-19,217.4,37788830
2019-08-20,216.0,37017510
2019-08-21,218.62,42949600
2019-08-22,219.5,45760130
2019-08-23,219.5,54778400
2019-08-26,218.5,35264670
2019-08-27,217.89,51340690
2019-08-28,218.3,30298300
2019-08-29,221.5,35897160
2019-08-30,224.2,58186220
2019-09-02,226.68,38941480
2019-09-03,224.0,44560910
2019-09-04,227.1,41663520
2019-09-05,230.79,54900790
2019-09-06,229.02,37942350
2019-09-09,229.0,22795060
2019-09-10,233.3,60396660
2019-09-11,234.72,41927500
2019-09-12,234.57,38978190
2019-09-13,233.0,23109620
2019-09-16,235.32,39568910
2019-09-17,235.89,55770430
2019-09-18,235.3,25599810
2019-09-19,234.98,39447820
2019-09-20,232.0,40638980
2019-09-23,229.7,28199640
2019-09-24,227.5,43410340
2019-09-25,228.09,37974670
2019-09-26,229.09,32739690
2019-09-27,228.05,18062510
2019-09-30,227.71,30235910
2019-10-01,226.49,29870590
2019-10-02,223.5,42441850
2019-10-03,224.08,38368040
2019-10-04,222.76,32222650
2019-10-07,227.55,40155510
2019-10-08,226.03,31019500
2019-10-09,227.7,39714120
2019-10-10,228.5,31717090
2019-10-11,230.31,37497240
2019-10-14,228.4,34628680
2019-10-15,229.4,30763750
2019-10-16,231.0,39214000
2019-10-17,233.5,46007620
2019-10-18,235.55,42729350
2019-10-21,234.94,28457490
2019-10-22,239.77,40298890
2019-10-23,239.57,34655410
2019-10-24,242.78,40384770
2019-10-25,240.0,49789040
2019-10-28,237.03,39049350
2019-10-29,240.11,41494140
2019-10-30,239.51,43597180
2019-10-31,234.89,60316780
2019-11-01,236.4,39229280
2019-11-05,238.53,43691630
2019-11-06,239.02,33409220
2019-11-07,242.5,44689490
2019-11-08,240.17,30570360
2019-11-11,241.5,27141630
2019-11-12,239.87,35518510
2019-11-13,237.21,31448020
2019-11-14,237.5,34330750
2019-11-15,240.0,30696890
2019-11-18,237.45,32959720
2019-11-19,239.25,29135880
2019-11-20,237.78,28102170
2019-11-21,237.15,24654430
2019-11-22,238.13,33570690
2019-11-25,237.98,17558180
2019-11-26,235.0,58341360
2019-11-27,234.22,21885350
2019-11-28,235.2,18855690
2019-11-29,233.98,27285350
2019-12-02,233.77,28216350
2019-12-03,230.66,26687260
2019-12-04,231.59,24314550
2019-12-05,231.71,23210580
2019-12-06,235.14,33286170
2019-12-09,237.04,31774040
2019-12-10,237.91,36098910
2019-12-11,240.32,44167850
2019-12-12,241.05,36174650
2019-12-13,241.21,33163750
2019-12-16,241.45,25624180
2019-12-17,241.6,33841520
2019-12-18,246.2,55765490
2019-12-19,244.0,59951760
2019-12-20,244.71,32957750
2019-12-23,248.8,23996810
2019-12-24,248.67,21062040
2019-12-25,248.04,7921260
2019-12-26,248.24,12989080
2019-12-27,252.06,31982760
2019-12-30,254.75,43157360
2020-01-03,255.0,35851840
2020-01-06,253.9,22348300
2020-01-08,259.15,40817240
2020-01-09,257.99,38329020
2020-01-10,258.19,18851390
2020-01-13,262.4,25855010
2020-01-14,259.05,31125740
2020-01-15,256.31,49361790
2020-01-16,257.51,40246770
2020-01-17,262.5,44914290
2020-01-20,266.28,29797710
2020-01-21,268.06,38082090
2020-01-22,266.54,44282490
2020-01-23,263.73,40604170
2020-01-24,265.49,27340100
2020-01-27,255.32,56453370
2020-01-28,257.7,48137360
2020-01-29,259.94,35047940
2020-01-30,257.31,31769340
2020-01-31,252.2,47921560
2020-02-03,253.99,52728460
2020-02-04,255.4,49786360
2020-02-05,255.2,50756570
2020-02-06,252.11,43615980
2020-02-07,254.3,50226630
2020-02-10,252.26,35220690
2020-02-11,254.5,79454730
2020-02-12,254.5,52523300
2020-02-13,253.89,36730840
2020-02-14,251.75,30017380
2020-02-17,251.36,26429380
2020-02-18,249.2,36365950
2020-02-19,249.7,25798890
2020-02-20,250.15,30717360
2020-02-21,250.8,27762930
2020-02-25,245.19,41055780
2020-02-26,250.8,67757850
2020-02-27,242.88,58240400
2020-02-28,233.36,124633310
2020-03-02,228.17,101986040
2020-03-03,236.63,83653950
2020-03-04,235.27,54274670
2020-03-05,232.33,57083760
2020-03-06,219.99,104446900
2020-03-10,201.2,244541800
2020-03-11,194.53,138304030
2020-03-12,175.91,197972880
2020-03-13,198.6,263038280
2020-03-16,195.85,174273600
2020-03-17,184.01,184148390
2020-03-18,174.27,155008180
2020-03-19,189.51,187427700
2020-03-20,195.69,170582970
2020-03-23,183.37,157891450
2020-03-24,192.64,104881990
2020-03-25,188.08,187978350
2020-03-26,188.07,111602370
2020-03-27,180.38,114277750
2020-03-30,183.0,94334680
2020-03-31,187.21,114026920
2020-04-01,184.78,76826820
2020-04-02,186.95,125636360
2020-04-03,185.64,92860290
2020-04-06,190.7,77864920
2020-04-07,197.63,136421670
2020-04-08,200.29,89980980
2020-04-09,203.61,109981630
2020-04-10,201.99,28758250
2020-04-13,198.26,41284390
2020-04-14,197.37,80220070
2020-04-15,186.07,98164460
2020-04-16,188.5,109174870
2020-04-17,191.8,71727940
2020-04-20,189.32,62240080
2020-04-21,186.05,94307290
2020-04-22,190.2,75361890
2020-04-23,190.94,62759650
2020-04-24,188.91,55313850
2020-04-27,188.9,43711720
2020-04-28,192.8,78584780
2020-04-29,195.8,69842140
2020-04-30,197.25,87198650
2020-05-04,193.69,56398200
2020-05-05,194.75,35439260
2020-05-06,195.7,49561410
2020-05-07,195.51,57728990
2020-05-08,196.02,33836340
2020-05-12,191.4,67656880
2020-05-13,187.31,63466110
2020-05-14,183.81,76682120
2020-05-15,183.85,63148140
2020-05-18,188.93,77545890
2020-05-19,189.0,105324020
2020-05-20,193.98,93343040
2020-05-21,192.4,79541950
2020-05-22,188.9,57013570
2020-05-25,191.0,23140090
2020-05-26,194.0,79312200
2020-05-27,198.51,116074210
2020-05-28,205.0,117179670
2020-05-29,200.5,106653140
2020-06-01,203.66,65650670
2020-06-02,212.0,116868310
2020-06-03,221.5,145043730
2020-06-04,213.1,122494020
2020-06-05,219.1,88658860
2020-06-08,220.3,88826700
2020-06-09,217.23,69166250
2020-06-10,212.53,91895460
2020-06-11,208.35,70033060
2020-06-15,207.32,75996510
2020-06-16,207.76,66559110
2020-06-17,208.14,56578870
2020-06-18,203.77,72275760
2020-06-19,207.0,75045510
2020-06-22,206.4,58664110
2020-06-23,207.3,53487940
2020-06-25,206.92,71495220
2020-06-26,203.15,46690640
2020-06-29,205.8,43082680
2020-06-30,203.22,43754960
2020-07-02,209.6,76382050
2020-07-03,210.95,50644210
2020-07-06,214.61,55455110
2020-07-07,210.53,44728560
2020-07-08,210.97,42068480
2020-07-09,209.11,45189000
2020-07-10,212.28,50706520
2020-07-13,208.39,51331610
2020-07-14,209.5,66035020
2020-07-15,211.09,49529010
2020-07-16,211.35,39030370
2020-07-17,210.81,36140220
2020-07-20,213.89,44507600
2020-07-21,215.73,75649160
2020-07-22,216.71,48441000
2020-07-23,215.41,43424820
2020-07-24,215.97,53567220
2020-07-27,216.9,38321750
2020-07-28,215.53,24610340
2020-07-29,219.18,41346230
2020-07-30,218.15,51264970
2020-07-31,221.57,59709710
2020-08-03,226.72,64556650
2020-08-04,227.16,42017490
2020-08-05,226.4,54642900
2020-08-06,226.0,30164090
2020-08-07,227.28,35640160
2020-08-10,225.99,43502880
2020-08-11,232.65,81875170
2020-08-12,242.4,101002270
2020-08-13,241.39,85720330
2020-08-14,239.99,44284550
2020-08-17,237.8,77120410
2020-08-18,236.3,36762880
