TRADEDATE,CLOSE,VOLUME
2013-12-05,98.25,94786250
2013-12-06,99.9,107963460
2013-12-09,101.0,95366620
2013-12-10,100.16,91125870
2013-12-11,100.65,85886120
2013-12-12,98.96,103712820
2013-12-13,98.94,79694090
2013-12-16,99.85,87234110
2013-12-17,100.15,72704270
2013-12-18,100.18,59591350
2013-12-19,101.78,105506160
2013-12-20,102.2,75647410
2013-12-23,102.45,67006350
2013-12-24,101.96,40338120
2013-12-25,101.62,22183040
2013-12-26,101.95,22250510
2013-12-27,100.68,37103790
2013-12-30,101.17,34310640
2014-01-06,98.91,31691800
2014-01-08,98.19,42372290
2014-01-09,98.0,45986900
2014-01-10,99.2,51902400
2014-01-13,100.25,62051250
2014-01-14,99.24,78485160
2014-01-15,100.77,77839370
2014-01-16,100.65,62759280
2014-01-17,101.17,69135170
2014-01-20,101.96,62429420
2014-01-21,102.2,61991430
2014-01-22,102.17,58589100
2014-01-23,101.7,70600710
2014-01-24,99.7,112821700
2014-01-27,97.78,103793450
2014-01-28,97.36,80448950
2014-01-29,95.98,120814560
2014-01-30,95.8,130498640
2014-01-31,94.7,103047610
2014-02-03,94.66,81505780
2014-02-04,94.07,93931280
2014-02-05,95.45,90666210
2014-02-06,96.62,76095210
2014-02-07,96.53,77654990
2014-02-10,95.47,67771880
2014-02-11,96.12,55103910
2014-02-12,96.84,70670070
2014-02-13,95.5,62181740
2014-02-14,96.65,63884790
2014-02-17,97.49,54738670
2014-02-18,96.62,56765130
2014-02-19,94.9,79367620
2014-02-20,94.63,72263740
2014-02-21,95.0,52205040
2014-02-24,94.69,48226210
2014-02-25,94.17,74634340
2014-02-26,92.29,90720380
2014-02-27,90.12,129290620
2014-02-28,91.16,112780920
2014-03-03,77.57,427913510
2014-03-04,81.55,371921710
2014-03-05,81.46,175284130
2014-03-06,80.24,281937510
2014-03-07,79.99,190384620
2014-03-11,76.57,150142970
2014-03-12,72.46,227452390
2014-03-13,69.84,256776110
2014-03-14,71.75,346714120
2014-03-17,76.97,344321660
2014-03-18,81.43,301075150
2014-03-19,80.83,257701520
2014-03-20,79.5,190046940
2014-03-21,78.47,207828970
2014-03-24,78.29,167819190
2014-03-25,81.85,255665910
2014-03-26,82.56,229652070
2014-03-27,79.88,185280640
2014-03-28,81.47,152251850
2014-03-31,83.8,178420740
2014-04-01,83.88,154874300
2014-04-02,82.67,143111440
2014-04-03,81.51,127794990
2014-04-04,82.98,147144280
2014-04-07,79.95,236725410
2014-04-08,79.41,163499350
2014-04-09,78.85,161363630
2014-04-10,79.9,178317550
2014-04-11,79.75,154422060
2014-04-14,78.35,190735310
2014-04-15,75.2,190723350
2014-04-16,76.13,271726740
2014-04-17,76.89,201674510
2014-04-18,78.82,114463050
2014-04-21,77.62,83590290
2014-04-22,76.3,135293150
2014-04-23,75.56,133283600
2014-04-24,73.21,251265730
2014-04-25,69.91,297122510
2014-04-28,73.39,382641850
2014-04-29,72.8,184166290
2014-04-30,72.5,109106810
2014-05-02,72.22,64294280
2014-05-05,71.99,67164800
2014-05-06,74.1,129555640
2014-05-07,78.5,271218480
2014-05-08,78.8,248696590
2014-05-12,79.08,164644990
2014-05-13,80.15,186766010
2014-05-14,81.38,136298440
2014-05-15,80.04,171237780
2014-05-16,79.2,148101150
2014-05-19,81.62,141103030
2014-05-20,82.31,155680150
2014-05-21,83.59,191332530
2014-05-22,83.26,132031140
2014-05-23,85.83,170529760
2014-05-26,86.87,113548190
2014-05-27,84.33,149979600
2014-05-28,84.95,117406900
2014-05-29,85.65,133574640
2014-05-30,84.5,108275150
2014-06-02,85.91,135553000
2014-06-03,86.84,119911060
2014-06-04,87.81,118827760
2014-06-05,87.43,136671320
2014-06-06,89.0,127899230
2014-06-09,88.89,84842190
2014-06-10,88.99,85853250
2014-06-11,89.0,67980020
2014-06-16,84.85,130296750
2014-06-17,83.8,86913970
2014-06-18,83.77,115310330
2014-06-19,84.8,112078350
2014-06-20,84.16,83715090
2014-06-23,83.68,99040960
2014-06-24,86.5,150531880
2014-06-25,84.4,114961050
2014-06-26,84.1,99471360
2014-06-27,84.33,57140600
2014-06-30,84.5,81496490
2014-07-01,84.07,80028320
2014-07-02,85.79,94197580
2014-07-03,85.34,76353880
2014-07-04,84.0,69404770
2014-07-07,85.49,71042760
2014-07-08,85.11,99525260
2014-07-09,85.2,80831840
2014-07-10,84.47,114382280
2014-07-11,84.55,78260360
2014-07-14,83.55,69434020
2014-07-15,83.09,79123700
2014-07-16,83.78,86004300
2014-07-17,81.5,147892860
2014-07-18,80.27,147407130
2014-07-21,76.56,182779550
2014-07-22,78.3,154403850
2014-07-23,77.45,93643340
2014-07-24,76.87,101869250
2014-07-25,75.16,109515350
2014-07-28,72.82,116467930
2014-07-29,73.2,193639220
2014-07-30,73.68,194588780
2014-07-31,73.6,110573680
2014-08-01,72.37,183538940
2014-08-04,72.75,102965070
2014-08-05,71.6,103702890
2014-08-06,69.0,252771000
2014-08-07,68.5,257510130
2014-08-08,70.7,162405320
2014-08-11,74.21,168710010
2014-08-12,73.35,168530250
2014-08-13,74.84,137022330
2014-08-14,74.99,146635000
2014-08-15,75.05,127078390
2014-08-18,75.15,87278050
2014-08-19,76.0,97471200
2014-08-20,76.9,120071260
2014-08-21,78.4,115995050
2014-08-22,78.39,140619770
2014-08-25,78.56,118676060
2014-08-26,77.44,79132960
2014-08-27,77.93,81493260
2014-08-28,74.59,231820440
2014-08-29,73.21,193460210
2014-09-01,73.68,164429290
2014-09-02,73.76,104627840
2014-09-03,78.5,277102210
2014-09-04,79.39,158504110
2014-09-05,80.25,159432130
2014-09-08,78.69,108470700
2014-09-09,79.41,105818380
2014-09-10,78.67,86323660
2014-09-11,76.3,153119340
2014-09-12,76.65,145526680
2014-09-15,75.63,127147020
2014-09-16,77.6,141626080
2014-09-17,78.66,150425900
2014-09-18,77.98,102250150
2014-09-19,77.4,122982290
2014-09-22,76.0,84589910
2014-09-23,77.68,97635080
2014-09-24,79.05,123499180
2014-09-25,78.01,121092190
2014-09-26,77.6,111612420
2014-09-29,76.7,100645000
2014-09-30,75.52,144552360
2014-10-01,74.26,130262550
2014-10-02,73.15,145206610
2014-10-03,73.77,111663690
2014-10-06,76.33,125594530
2014-10-07,75.32,97153580
2014-10-08,73.8,132003430
2014-10-09,73.65,144528280
2014-10-10,73.5,141617220
2014-10-13,74.26,116922770
2014-10-14,74.55,95473820
2014-10-15,73.08,120577500
2014-10-16,71.12,195738120
2014-10-17,73.15,146039730
2014-10-20,72.25,122048450
2014-10-21,72.5,116676840
2014-10-22,71.82,98536180
2014-10-23,71.59,132619500
2014-10-24,72.49,76065860
2014-10-27,72.9,119696300
2014-10-28,73.9,101388880
2014-10-29,74.05,100125200
2014-10-30,74.98,180995180
2014-10-31,76.23,154675720
2014-11-03,76.29,49892210
2014-11-05,75.65,101085650
2014-11-06,75.05,109722350
2014-11-07,75.69,195083240
2014-11-10,77.78,125636500
2014-11-11,77.34,130820430
2014-11-12,76.32,113847180
2014-11-13,74.03,150544890
2014-11-14,74.15,101827010
2014-11-17,73.97,77982280
2014-11-18,75.21,121080470
2014-11-19,73.9,89158940
2014-11-20,73.63,104580980
2014-11-21,74.39,105852740
2014-11-24,74.4,85541840
2014-11-25,74.11,59713060
2014-11-26,73.85,91757390
2014-11-27,73.04,87730700
2014-11-28,72.25,128193600
2014-12-01,73.79,139383260
2014-12-02,71.64,133472040
2014-12-03,72.0,115782340
2014-12-04,71.04,162018990
2014-12-05,68.6,160171610
2014-12-08,65.3,167156200
2014-12-09,66.26,198020150
2014-12-10,67.77,180002300
2014-12-11,65.95,182009630
2014-12-12,64.2,157344230
2014-12-15,60.13,224047750
2014-12-16,53.5,470750510
2014-12-17,59.9,446526580
2014-12-18,62.91,317744140
2014-12-19,61.44,171795280
2014-12-22,58.6,228645560
2014-12-23,54.0,230869270
2014-12-24,55.0,166419660
2014-12-25,58.7,116646610
2014-12-26,57.13,134648850
2014-12-29,54.51,113669200
2014-12-30,54.9,120437150
2015-01-05,56.37,63231040
2015-01-06,58.28,70269700
2015-01-08,65.7,187598890
2015-01-09,63.1,107559890
2015-01-12,62.9,99435900
2015-01-13,60.31,190655450
2015-01-14,60.05,134066670
2015-01-15,61.8,180005110
2015-01-16,61.99,143117080
2015-01-19,61.8,124918310
2015-01-20,60.8,120109490
2015-01-21,62.8,106804150
2015-01-22,64.35,173344710
2015-01-23,64.45,163436260
2015-01-26,60.49,154035210
2015-01-27,61.2,188572120
2015-01-28,60.63,139314670
2015-01-29,60.5,150527510
2015-01-30,61.5,194980610
2015-02-02,61.4,195554010
2015-02-03,62.0,140880980
2015-02-04,61.04,83495280
2015-02-05,62.41,173331680
2015-02-06,64.31,180698040
2015-02-09,65.57,224135470
2015-02-10,65.0,121431950
2015-02-11,65.12,142445360
2015-02-12,67.21,403090230
2015-02-13,70.6,375773430
2015-02-16,70.0,131054210
2015-02-17,72.45,243539660
2015-02-18,76.4,237863380
2015-02-19,73.78,238749450
2015-02-20,74.75,177829380
2015-02-24,73.7,117265120
2015-02-25,74.2,122714250
2015-02-26,75.95,143958950
2015-02-27,75.91,129979040
2015-03-02,76.2,110696420
2015-03-03,75.55,129705180
2015-03-04,72.31,117798050
2015-03-05,72.7,175857900
2015-03-06,73.25,105050160
2015-03-10,69.8,149557550
2015-03-11,70.68,149717760
2015-03-12,70.79,82959400
2015-03-13,67.87,151669320
2015-03-16,65.57,156289080
2015-03-17,64.65,183457200
2015-03-18,65.26,108223320
2015-03-19,64.9,124342050
2015-03-20,67.0,147872150
2015-03-23,65.0,131474510
2015-03-24,65.6,121944620
2015-03-25,64.8,97814600
2015-03-26,62.85,148212490
2015-03-27,61.0,157726010
2015-03-30,63.01,121585170
2015-03-31,62.88,113703370
2015-04-01,64.5,161132260
2015-04-02,65.92,138482010
2015-04-03,65.5,85588420
2015-04-06,68.99,137120690
2015-04-07,69.6,224738420
2015-04-08,69.4,124300110
2015-04-09,72.0,187982850
2015-04-10,71.5,143967740
2015-04-13,74.1,165129570
2015-04-14,74.05,135451730
2015-04-15,76.49,153846180
2015-04-16,76.5,176773010
2015-04-17,72.5,157337590
2015-04-20,73.5,157896000
2015-04-21,75.24,157633660
2015-04-22,73.9,143896300
2015-04-23,75.8,192895230
2015-04-24,75.75,155138110
2015-04-27,75.2,126319130
2015-04-28,75.7,99218180
2015-04-29,75.2,87147120
2015-04-30,76.9,105036540
2015-05-05,80.21,136570620
2015-05-06,79.2,110343180
2015-05-07,76.5,111790370
2015-05-08,75.5,109570490
2015-05-12,75.19,99583780
2015-05-13,75.24,108370700
2015-05-14,74.31,89950110
2015-05-15,75.05,66428900
2015-05-18,75.36,91255640
2015-05-19,73.35,95117880
2015-05-20,71.6,111312700
2015-05-21,73.25,98610820
2015-05-22,74.35,130057270
2015-05-25,74.46,60933420
2015-05-26,74.67,80631210
2015-05-27,74.23,110149140
2015-05-28,73.6,83529650
2015-05-29,73.5,136698370
2015-06-01,72.65,113205280
2015-06-02,73.92,75392090
2015-06-03,71.72,107211510
2015-06-04,71.25,109970350
2015-06-05,70.61,77281110
2015-06-08,69.17,102748480
2015-06-09,70.21,98748730
2015-06-10,71.51,91552570
2015-06-11,72.55,123890170
2015-06-15,71.8,102080440
2015-06-16,73.5,107571400
2015-06-17,72.81,86995650
2015-06-18,72.98,91400010
2015-06-19,71.56,92741580
2015-06-22,72.0,74326940
2015-06-23,72.01,52938560
2015-06-24,71.98,56452820
2015-06-25,71.42,45477110
2015-06-26,70.6,98330570
2015-06-29,70.2,77616070
2015-06-30,72.35,99473820
2015-07-01,71.0,101154440
2015-07-02,70.54,83756690
2015-07-03,70.67,58707530
2015-07-06,68.45,123570110
2015-07-07,68.77,103684770
2015-07-08,67.73,160173700
2015-07-09,69.35,84780130
2015-07-10,71.06,108780680
2015-07-13,72.94,231581340
2015-07-14,73.9,110524300
2015-07-15,74.0,79249180
2015-07-16,74.21,56795770
2015-07-17,75.52,88937350
2015-07-20,74.1,89338110
2015-07-21,75.55,108985690
2015-07-22,74.6,99433200
2015-07-23,72.7,91626820
2015-07-24,70.45,133887760
2015-07-27,68.48,209986640
2015-07-28,69.55,181247650
2015-07-29,71.2,123880080
2015-07-30,72.2,107101630
2015-07-31,72.3,153437500
2015-08-03,71.1,117599820
2015-08-04,72.3,99409330
2015-08-05,73.49,113008940
2015-08-06,72.25,102421110
2015-08-07,74.2,105214340
2015-08-10,75.16,84327190
2015-08-11,73.2,113655080
2015-08-12,73.4,98910440
2015-08-13,73.7,77333790
2015-08-14,74.43,73226070
2015-08-17,73.0,94182540
2015-08-18,72.45,87653250
2015-08-19,71.5,105333980
2015-08-20,72.05,108445080
2015-08-21,69.86,118509720
2015-08-24,68.53,232160070
2015-08-25,70.79,145878970
2015-08-26,71.0,129671460
2015-08-27,73.8,153628490
2015-08-28,74.82,174611890
2015-08-31,74.5,152930380
2015-09-01,73.14,132717170
2015-09-02,72.9,139406370
2015-09-03,74.15,106955860
2015-09-04,73.96,80709310
2015-09-07,73.81,49845340
2015-09-08,74.9,98662390
2015-09-09,74.65,85993260
2015-09-10,74.3,93353580
2015-09-11,74.1,57012070
2015-09-14,74.88,76431280
2015-09-15,74.85,63782210
2015-09-16,77.71,124565490
2015-09-17,76.49,93647050
2015-09-18,75.5,103518130
2015-09-21,75.94,78643830
2015-09-22,74.39,102296950
2015-09-23,73.74,93374560
2015-09-24,73.33,101789760
2015-09-25,74.97,86018340
2015-09-28,74.57,69169380
2015-09-29,75.5,83624660
2015-09-30,75.3,86525120
2015-10-01,74.51,109384990
2015-10-02,73.8,98443470
2015-10-05,76.2,100484850
2015-10-06,77.31,102125210
2015-10-07,79.65,181436920
2015-10-08,83.11,234046020
2015-10-09,85.77,205573820
2015-10-12,85.45,146007620
2015-10-13,85.0,99736900
2015-10-14,86.81,114246530
2015-10-15,87.7,139294580
2015-10-16,88.52,143386100
2015-10-19,87.07,118152120
2015-10-20,88.14,109382370
2015-10-21,86.95,99081310
2015-10-22,86.53,90618250
2015-10-23,90.45,137358890
2015-10-26,92.3,154684320
2015-10-27,89.0,137755700
2015-10-28,90.05,128577920
2015-10-29,88.6,114433270
2015-10-30,90.53,85414040
2015-11-02,93.65,125019670
2015-11-03,95.4,122438730
2015-11-05,95.5,127769250
2015-11-06,94.09,106579170
2015-11-09,92.95,79039400
2015-11-10,94.35,71523380
2015-11-11,94.0,77489920
2015-11-12,94.29,79197840
2015-11-13,93.4,79071320
2015-11-16,95.8,88111460
2015-11-17,102.5,181101510
2015-11-18,104.0,136661570
2015-11-19,104.86,191081370
2015-11-20,107.3,113710820
2015-11-23,109.98,173233750
2015-11-24,105.6,154170880
2015-11-25,108.51,119491800
2015-11-26,106.48,80653490
2015-11-27,104.55,93334840
2015-11-30,102.9,87247790
2015-12-01,101.3,98894750
2015-12-02,102.5,89735480
2015-12-03,104.0,96438740
2015-12-04,103.05,107660660
2015-12-07,103.0,91341440
2015-12-08,97.0,159235470
2015-12-09,100.66,119148390
2015-12-10,100.13,88967510
2015-12-11,98.15,90949100
2015-12-14,97.7,101851290
2015-12-15,100.0,87563530
2015-12-16,102.45,70548170
2015-12-17,103.75,120210540
2015-12-18,98.81,108929250
2015-12-21,98.73,81398290
2015-12-22,99.8,48799790
2015-12-23,102.96,72286800
2015-12-24,101.35,72255900
2015-12-25,101.34,26197790
2015-12-28,100.2,36924620
2015-12-29,101.82,72703690
2015-12-30,101.26,38868080
2016-01-04,98.01,51264550
2016-01-05,98.89,49071570
2016-01-06,96.85,40710930
2016-01-11,91.03,86120290
2016-01-12,91.71,110109050
2016-01-13,91.5,74169700
2016-01-14,93.04,81179220
2016-01-15,87.27,133791200
2016-01-18,86.15,100574240
2016-01-19,86.68,114039260
2016-01-20,83.83,134624680
2016-01-21,86.0,143863130
2016-01-22,91.5,207689990
2016-01-25,91.0,131784760
2016-01-26,91.5,105375580
2016-01-27,95.75,150816500
2016-01-28,96.69,179555940
2016-01-29,96.5,165404880
2016-02-01,96.5,89621070
2016-02-02,94.4,128999060
2016-02-03,94.53,112704620
2016-02-04,97.57,122053010
2016-02-05,97.2,81434160
2016-02-08,94.7,106207300
2016-02-09,93.89,121341460
2016-02-10,96.35,111478160
2016-02-11,94.2,115370090
2016-02-12,94.85,79435870
2016-02-15,95.25,68610990
2016-02-16,96.51,114942500
2016-02-17,99.2,114840150
2016-02-18,102.7,125646250
2016-02-19,101.5,171600390
2016-02-20,102.39,18170020
2016-02-22,103.2,66187510
2016-02-24,102.1,89140580
2016-02-25,104.05,110333690
2016-02-26,106.24,144091540
2016-02-29,107.0,91798290
2016-03-01,108.26,114856490
2016-03-02,106.12,97924080
2016-03-03,106.99,80188360
2016-03-04,108.99,84288020
2016-03-07,109.47,75021080
2016-03-09,108.15,72419980
2016-03-10,108.84,94994800
2016-03-11,109.26,61331210
2016-03-14,109.26,66481000
2016-03-15,106.46,127043830
2016-03-16,107.0,75835060
2016-03-17,109.47,92997390
2016-03-18,112.4,134630750
2016-03-21,112.07,115565250
2016-03-22,111.49,107526080
2016-03-23,109.1,104185740
2016-03-24,108.06,93439810
2016-03-25,109.1,32979670
2016-03-28,108.12,50130410
2016-03-29,107.05,86835580
2016-03-30,109.15,84472720
2016-03-31,109.9,106590120
2016-04-01,108.52,101276220
2016-04-04,108.2,80458170
2016-04-05,106.87,75655980
2016-04-06,108.0,75577530
2016-04-07,108.51,80295520
2016-04-08,112.92,124450440
2016-04-11,117.35,150709430
2016-04-12,117.95,121033520
2016-04-13,119.5,103450650
2016-04-14,119.3,87986340
2016-04-15,119.3,70464930
2016-04-18,118.2,91828010
2016-04-19,121.5,137828350
2016-04-20,123.75,104454360
2016-04-21,119.17,181989880
2016-04-22,121.25,103033620
2016-04-25,120.08,67353690
2016-04-26,119.7,87582980
2016-04-27,120.8,90776270
2016-04-28,124.39,86145270
2016-04-29,123.55,102845000
2016-05-04,120.96,84919830
2016-05-05,120.92,56067230
2016-05-06,120.64,70324510
2016-05-10,119.55,66142640
2016-05-11,123.45,85404520
2016-05-12,121.2,82201850
2016-05-13,121.07,63730840
2016-05-16,122.6,59171910
2016-05-17,122.71,72505100
2016-05-18,123.12,50047460
2016-05-19,120.5,72437040
2016-05-20,121.9,54014280
2016-05-23,121.51,56408970
2016-05-24,123.5,56897490
2016-05-25,127.87,114073670
2016-05-26,132.16,125310740
2016-05-27,133.2,87175150
2016-05-30,134.45,37575080
2016-05-31,132.56,93363020
2016-06-01,131.36,64165110
2016-06-02,132.3,63947300
2016-06-03,131.59,68202630
2016-06-06,133.99,48666040
2016-06-07,139.97,101205300
2016-06-08,139.39,88540950
2016-06-09,139.61,56597300
2016-06-10,133.5,64569430
2016-06-14,127.08,109389570
2016-06-15,129.89,80324940
2016-06-16,127.1,67167630
2016-06-17,128.7,66796670
2016-06-20,132.13,47921580
2016-06-21,133.39,52409310
2016-06-22,134.81,45459110
2016-06-23,138.0,55163860
2016-06-24,133.4,107405790
2016-06-27,126.2,117447730
2016-06-28,129.57,91288180
2016-06-29,133.88,67216180
2016-06-30,133.0,86955520
2016-07-01,133.85,64562290
2016-07-04,134.6,37974790
2016-07-05,131.85,44240960
2016-07-06,129.36,70460970
2016-07-07,131.8,77524920
2016-07-08,134.41,75763390
2016-07-11,137.2,69836360
2016-07-12,140.4,63799710
2016-07-13,139.4,85670010
2016-07-14,140.0,61352910
2016-07-15,138.12,53551790
2016-07-18,139.93,46932760
2016-07-19,139.47,53219980
2016-07-20,138.57,63451000
2016-07-21,138.5,32417720
2016-07-22,137.8,33621130
2016-07-25,136.0,47091610
2016-07-26,135.75,65112170
2016-07-27,136.9,62463270
2016-07-28,136.85,56411550
2016-07-29,139.15,59193890
2016-08-01,138.52,47153870
2016-08-02,135.06,57230140
2016-08-03,135.73,46790060
2016-08-04,137.14,41613130
2016-08-05,138.69,44500460
2016-08-08,139.45,43544440
2016-08-09,139.2,52334380
2016-08-10,138.3,36208220
2016-08-11,139.7,38363080
2016-08-12,139.45,44408570
2016-08-15,139.5,40246250
2016-08-16,138.1,64976850
2016-08-17,138.44,42754590
2016-08-18,137.0,62192110
2016-08-19,135.8,42601100
2016-08-22,137.37,47528400
2016-08-23,140.35,59224560
2016-08-24,139.5,46466330
2016-08-25,142.84,76078810
2016-08-26,145.25,75195700
2016-08-29,143.55,45656960
2016-08-30,143.18,50500270
2016-08-31,143.5,45305830
2016-09-01,144.25,41963100
2016-09-02,146.88,53845560
2016-09-05,149.5,59600300
2016-09-06,150.64,60199870
2016-09-07,154.33,95300490
2016-09-08,153.45,64752830
2016-09-09,151.6,33786550
2016-09-12,151.43,56124240
2016-09-13,149.8,36177590
2016-09-14,150.86,38730080
2016-09-15,149.14,45152290
2016-09-16,147.0,49929080
2016-09-19,148.66,38986370
2016-09-20,149.3,35197210
2016-09-21,150.67,43825610
2016-09-22,154.18,66192510
2016-09-23,151.5,51201870
2016-09-26,149.1,52078570
2016-09-27,147.53,40476550
2016-09-28,147.18,40322000
2016-09-29,148.47,56728010
2016-09-30,145.34,58037520
2016-10-03,148.87,47993880
2016-10-04,148.1,46486550
2016-10-05,147.95,37993810
2016-10-06,148.9,32716690
2016-10-07,148.74,49440170
2016-10-10,151.27,37509660
2016-10-11,151.3,46387240
2016-10-12,149.2,35366250
2016-10-13,146.09,52838360
2016-10-14,146.73,37124120
2016-10-17,146.46,42616240
2016-10-18,147.74,32955000
2016-10-19,148.6,31874420
2016-10-20,148.26,34266570
2016-10-21,148.42,23329810
2016-10-24,149.15,37453910
2016-10-25,151.57,36161040
2016-10-26,150.67,35952060
2016-10-27,149.3,28739200
2016-10-28,149.2,22418130
2016-10-31,147.4,27721920
2016-11-01,145.85,44168710
2016-11-02,142.36,60205670
2016-11-03,142.75,40341340
2016-11-07,143.4,32443490
2016-11-08,146.11,37347690
2016-11-09,151.04,102394650
2016-11-10,153.36,100426420
2016-11-11,151.51,69515020
2016-11-14,150.4,47655170
2016-11-15,149.85,50518750
2016-11-16,149.94,35759620
2016-11-17,149.75,37684570
2016-11-18,150.05,27291020
2016-11-21,153.0,40030400
2016-11-22,155.0,68572050
2016-11-23,155.23,36365060
2016-11-24,161.15,68795980
2016-11-25,160.36,69148720
2016-11-28,159.4,33551380
2016-11-29,158.07,49350470
2016-11-30,158.7,62385780
2016-12-01,158.7,44384190
2016-12-02,159.4,52755790
2016-12-05,162.02,56633080
